dataset,target,assessor,arm,k,n,n_sel,base,prec,lift,recall
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,30,1114,334,0.2343,0.2934,1.2523,0.3755
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,5,1114,56,0.2343,0.5536,2.3628,0.1188
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,10,1114,111,0.2343,0.5135,2.1918,0.2184
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,20,1114,223,0.2343,0.4709,2.0097,0.4023
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,30,1114,334,0.2343,0.4461,1.9041,0.5709
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,5,1658,83,0.6466,0.5301,0.8199,0.0410
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,10,1658,166,0.6466,0.5783,0.8944,0.0896
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,20,1658,332,0.6466,0.6476,1.0016,0.2006
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,30,1658,497,0.6466,0.6680,1.0332,0.3097
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,5,1658,83,0.6466,0.9759,1.5094,0.0756
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,10,1658,166,0.6466,0.9819,1.5187,0.1521
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,20,1658,332,0.6466,0.9789,1.5140,0.3032
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,30,1658,497,0.6466,0.9618,1.4875,0.4459
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,5,1658,84,0.6466,0.9881,1.5282,0.0774
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,10,1658,168,0.6466,0.9940,1.5374,0.1558
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,20,1658,333,0.6466,0.9940,1.5374,0.3088
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,30,1658,497,0.6466,0.9779,1.5124,0.4534
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,5,1658,83,0.6466,0.6386,0.9876,0.0494
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,10,1658,166,0.6466,0.6506,1.0062,0.1007
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,20,1658,332,0.6466,0.6928,1.0715,0.2146
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,30,1658,497,0.6466,0.7103,1.0985,0.3293
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,5,1658,83,0.6466,0.8554,1.3230,0.0662
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,10,1658,166,0.6466,0.8675,1.3417,0.1343
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,20,1658,332,0.6466,0.8494,1.3137,0.2631
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,30,1658,497,0.6466,0.8330,1.2883,0.3862
