dataset,target,assessor,arm,scope,n,base,majority,agree,lift_maj,bal_acc,tpr,tnr,say_inc,tp,fp,tn,fn
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2530,0.2091,0.7909,0.7909,0.0000,0.5007,0.0019,0.9995,0.0008,1,1,2000,528
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2530,0.2091,0.7909,0.7909,0.0000,0.5000,0.0000,1.0000,0.0000,0,0,2001,529
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2530,0.2091,0.7909,0.7893,-0.0016,0.5080,0.0246,0.9915,0.0119,13,17,1984,516
hotpotqa,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2530,0.2091,0.7909,0.7905,-0.0004,0.4998,0.0000,0.9995,0.0004,0,1,2000,529
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-mean,2530,0.2091,0.7909,0.7510,-0.0399,0.5631,0.2401,0.8861,0.1403,127,228,1773,402
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,AGG-true,2530,0.2091,0.7909,0.7585,-0.0324,0.5477,0.1853,0.9100,0.1099,98,180,1821,431
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-action,2530,0.2091,0.7909,0.7514,-0.0395,0.6127,0.3743,0.8511,0.1960,198,298,1703,331
hotpotqa,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,cross,SPLIT-thought,2530,0.2091,0.7909,0.7470,-0.0439,0.5404,0.1853,0.8956,0.1213,98,209,1792,431
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2530,0.2091,0.7909,0.7356,-0.0553,0.7376,0.7410,0.7341,0.3652,392,532,1469,137
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,AGG-true,2530,0.2091,0.7909,0.7229,-0.0680,0.7595,0.8223,0.6967,0.4119,435,607,1394,94
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2530,0.2091,0.7909,0.7387,-0.0522,0.7528,0.7769,0.7286,0.3771,411,543,1458,118
hotpotqa,Llama-3.3-70B-Instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2530,0.2091,0.7909,0.7087,-0.0822,0.6650,0.5898,0.7401,0.3289,312,520,1481,217
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-mean,2530,0.2091,0.7909,0.7885,-0.0024,0.5068,0.0227,0.9910,0.0119,12,18,1983,517
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,AGG-true,2530,0.2091,0.7909,0.7858,-0.0051,0.5114,0.0397,0.9830,0.0217,21,34,1967,508
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-action,2530,0.2091,0.7909,0.7771,-0.0138,0.5337,0.1153,0.9520,0.0621,61,96,1905,468
hotpotqa,Llama-3.3-70B-Instruct,gemma-3-4b-it,cross,SPLIT-thought,2530,0.2091,0.7909,0.7787,-0.0123,0.5069,0.0397,0.9740,0.0289,21,52,1949,508
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-mean,3224,0.5416,0.5416,0.7388,0.1973,0.7485,0.6317,0.8654,0.4038,1103,199,1279,643
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,AGG-true,3224,0.5416,0.5416,0.7773,0.2357,0.7694,0.8643,0.6746,0.6172,1509,481,997,237
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-action,3224,0.5416,0.5416,0.7950,0.2534,0.7970,0.7726,0.8214,0.5003,1349,264,1214,397
hotpotqa,Mistral-7B-Instruct-v0.3,Llama-3.3-70B-Instruct,cross,SPLIT-thought,3224,0.5416,0.5416,0.5980,0.0565,0.6137,0.4250,0.8024,0.3207,742,292,1186,1004
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-mean,3224,0.5416,0.5416,0.4600,-0.0816,0.5010,0.0074,0.9946,0.0065,13,8,1470,1733
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,AGG-true,3224,0.5416,0.5416,0.4600,-0.0816,0.5014,0.0034,0.9993,0.0022,6,1,1477,1740
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-action,3224,0.5416,0.5416,0.4702,-0.0713,0.5098,0.0332,0.9865,0.0242,58,20,1458,1688
hotpotqa,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,self,SPLIT-thought,3224,0.5416,0.5416,0.4578,-0.0837,0.4986,0.0080,0.9892,0.0093,14,16,1462,1732
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-mean,3224,0.5416,0.5416,0.4774,-0.0642,0.5053,0.1690,0.8417,0.1641,295,234,1244,1451
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,AGG-true,3224,0.5416,0.5416,0.4761,-0.0654,0.5096,0.1071,0.9120,0.0983,187,130,1348,1559
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-action,3224,0.5416,0.5416,0.5022,-0.0394,0.5289,0.2073,0.8505,0.1808,362,221,1257,1384
hotpotqa,Mistral-7B-Instruct-v0.3,Phi-4-mini-instruct,cross,SPLIT-thought,3224,0.5416,0.5416,0.4724,-0.0692,0.4990,0.1793,0.8187,0.1802,313,268,1210,1433
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-mean,3224,0.5416,0.5416,0.7497,0.2081,0.7308,0.9576,0.5041,0.7460,1672,733,745,74
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,AGG-true,3224,0.5416,0.5416,0.7382,0.1967,0.7170,0.9725,0.4614,0.7736,1698,796,682,48
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-action,3224,0.5416,0.5416,0.7571,0.2156,0.7382,0.9662,0.5101,0.7478,1687,724,754,59
hotpotqa,Mistral-7B-Instruct-v0.3,Qwen3.6-35B-A3B,cross,SPLIT-thought,3224,0.5416,0.5416,0.6911,0.1495,0.6778,0.8373,0.5183,0.6743,1462,712,766,284
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-mean,3224,0.5416,0.5416,0.4671,-0.0744,0.5064,0.0338,0.9790,0.0279,59,31,1447,1687
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,AGG-true,3224,0.5416,0.5416,0.4677,-0.0738,0.5071,0.0338,0.9804,0.0273,59,29,1449,1687
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-action,3224,0.5416,0.5416,0.4746,-0.0670,0.5122,0.0590,0.9655,0.0478,103,51,1427,1643
hotpotqa,Mistral-7B-Instruct-v0.3,gemma-3-4b-it,cross,SPLIT-thought,3224,0.5416,0.5416,0.4777,-0.0639,0.5108,0.1123,0.9093,0.1024,196,134,1344,1550
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-mean,2716,0.5567,0.5567,0.7537,0.1970,0.7703,0.6237,0.9169,0.3840,943,100,1104,569
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,AGG-true,2716,0.5567,0.5567,0.8306,0.2739,0.8275,0.8552,0.7998,0.5648,1293,241,963,219
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-action,2716,0.5567,0.5567,0.8483,0.2916,0.8519,0.8201,0.8837,0.5081,1240,140,1064,272
hotpotqa,Phi-4-mini-instruct,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2716,0.5567,0.5567,0.5917,0.0350,0.6188,0.3796,0.8580,0.2743,574,171,1033,938
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2716,0.5567,0.5567,0.4543,-0.1024,0.5094,0.0238,0.9950,0.0155,36,6,1198,1476
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,AGG-true,2716,0.5567,0.5567,0.4503,-0.1064,0.5061,0.0139,0.9983,0.0085,21,2,1202,1491
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2716,0.5567,0.5567,0.4823,-0.0744,0.5337,0.0807,0.9867,0.0508,122,16,1188,1390
hotpotqa,Phi-4-mini-instruct,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2716,0.5567,0.5567,0.4470,-0.1097,0.5020,0.0165,0.9875,0.0147,25,15,1189,1487
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-mean,2716,0.5567,0.5567,0.4882,-0.0685,0.5299,0.1627,0.8970,0.1362,246,124,1080,1266
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,AGG-true,2716,0.5567,0.5567,0.4654,-0.0913,0.5141,0.0847,0.9435,0.0722,128,68,1136,1384
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-action,2716,0.5567,0.5567,0.5092,-0.0475,0.5480,0.2057,0.8904,0.1631,311,132,1072,1201
hotpotqa,Phi-4-mini-instruct,Phi-4-mini-instruct,self,SPLIT-thought,2716,0.5567,0.5567,0.4716,-0.0851,0.5130,0.1481,0.8779,0.1366,224,147,1057,1288
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-mean,2716,0.5567,0.5567,0.8247,0.2680,0.8077,0.9577,0.6578,0.6848,1448,412,792,64
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,AGG-true,2716,0.5567,0.5567,0.8177,0.2610,0.7986,0.9676,0.6296,0.7029,1463,446,758,49
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-action,2716,0.5567,0.5567,0.8380,0.2813,0.8207,0.9729,0.6686,0.6885,1471,399,805,41
hotpotqa,Phi-4-mini-instruct,Qwen3.6-35B-A3B,cross,SPLIT-thought,2716,0.5567,0.5567,0.6760,0.1193,0.6708,0.7163,0.6254,0.5648,1083,451,753,429
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-mean,2716,0.5567,0.5567,0.4643,-0.0924,0.5179,0.0450,0.9909,0.0291,68,11,1193,1444
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,AGG-true,2716,0.5567,0.5567,0.4816,-0.0751,0.5331,0.0787,0.9875,0.0493,119,15,1189,1393
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-action,2716,0.5567,0.5567,0.4930,-0.0637,0.5388,0.1349,0.9427,0.1005,204,69,1135,1308
hotpotqa,Phi-4-mini-instruct,gemma-3-4b-it,cross,SPLIT-thought,2716,0.5567,0.5567,0.4635,-0.0932,0.5126,0.0800,0.9452,0.0689,121,66,1138,1391
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-mean,2371,0.2434,0.7566,0.7706,0.0139,0.7097,0.5910,0.8283,0.2737,341,308,1486,236
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,AGG-true,2371,0.2434,0.7566,0.7486,-0.0080,0.7198,0.6638,0.7759,0.3311,383,402,1392,194
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-action,2371,0.2434,0.7566,0.7857,0.0291,0.6597,0.4142,0.9052,0.1725,239,170,1624,338
hotpotqa,Qwen3.5-4B,Qwen3.5-4B,self,SPLIT-thought,2371,0.2434,0.7566,0.7149,-0.0418,0.7081,0.6950,0.7213,0.3800,401,500,1294,176
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-mean,2286,0.2030,0.7970,0.7918,-0.0052,0.5979,0.2716,0.9243,0.1155,126,138,1684,338
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,AGG-true,2286,0.2030,0.7970,0.7992,0.0022,0.6114,0.2953,0.9276,0.1177,137,132,1690,327
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-action,2286,0.2030,0.7970,0.8097,0.0127,0.5971,0.2392,0.9550,0.0844,111,82,1740,353
hotpotqa,Qwen3.5-9B,Qwen3.5-9B,self,SPLIT-thought,2286,0.2030,0.7970,0.7590,-0.0381,0.6054,0.3470,0.8639,0.1789,161,248,1574,303
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-mean,2192,0.1533,0.8467,0.8522,0.0055,0.5288,0.0625,0.9952,0.0137,21,9,1847,315
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,AGG-true,2192,0.1533,0.8467,0.8558,0.0091,0.6139,0.2649,0.9628,0.0721,89,69,1787,247
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-action,2192,0.1533,0.8467,0.8563,0.0096,0.5544,0.1190,0.9898,0.0269,40,19,1837,296
hotpotqa,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2192,0.1533,0.8467,0.8417,-0.0050,0.5433,0.1131,0.9736,0.0397,38,49,1807,298
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2192,0.1533,0.8467,0.8472,0.0005,0.5015,0.0030,1.0000,0.0005,1,0,1856,335
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,AGG-true,2192,0.1533,0.8467,0.8467,0.0000,0.5000,0.0000,1.0000,0.0000,0,0,1856,336
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2192,0.1533,0.8467,0.8481,0.0014,0.5093,0.0208,0.9978,0.0050,7,4,1852,329
hotpotqa,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2192,0.1533,0.8467,0.8449,-0.0018,0.4989,0.0000,0.9978,0.0018,0,4,1852,336
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-mean,2192,0.1533,0.8467,0.8289,-0.0178,0.5139,0.0595,0.9682,0.0360,20,59,1797,316
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,AGG-true,2192,0.1533,0.8467,0.8412,-0.0055,0.5077,0.0268,0.9887,0.0137,9,21,1835,327
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-action,2192,0.1533,0.8467,0.8130,-0.0338,0.5227,0.1042,0.9413,0.0657,35,109,1747,301
hotpotqa,Qwen3.6-35B-A3B,Phi-4-mini-instruct,cross,SPLIT-thought,2192,0.1533,0.8467,0.8330,-0.0137,0.5078,0.0387,0.9768,0.0255,13,43,1813,323
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-mean,2192,0.1533,0.8467,0.8431,-0.0036,0.7196,0.5417,0.8976,0.1697,182,190,1666,154
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,AGG-true,2192,0.1533,0.8467,0.8239,-0.0228,0.7510,0.6458,0.8561,0.2208,217,267,1589,119
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-action,2192,0.1533,0.8467,0.8458,-0.0009,0.6884,0.4613,0.9154,0.1423,155,157,1699,181
hotpotqa,Qwen3.6-35B-A3B,Qwen3.6-35B-A3B,self,SPLIT-thought,2192,0.1533,0.8467,0.8130,-0.0338,0.7116,0.5655,0.8578,0.2071,190,264,1592,146
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-mean,2192,0.1533,0.8467,0.8449,-0.0018,0.5001,0.0030,0.9973,0.0027,1,5,1851,335
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,AGG-true,2192,0.1533,0.8467,0.8453,-0.0014,0.5065,0.0179,0.9952,0.0068,6,9,1847,330
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-action,2192,0.1533,0.8467,0.8412,-0.0055,0.5004,0.0089,0.9919,0.0082,3,15,1841,333
hotpotqa,Qwen3.6-35B-A3B,gemma-3-4b-it,cross,SPLIT-thought,2192,0.1533,0.8467,0.8376,-0.0091,0.5044,0.0238,0.9849,0.0164,8,28,1828,328
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-mean,2565,0.4717,0.5283,0.8066,0.2784,0.7999,0.6818,0.9181,0.3649,825,111,1244,385
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,AGG-true,2565,0.4717,0.5283,0.8316,0.3033,0.8318,0.8355,0.8280,0.4850,1011,233,1122,199
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-action,2565,0.4717,0.5283,0.8530,0.3248,0.8503,0.8025,0.8982,0.4324,971,138,1217,239
hotpotqa,gemma-3-4b-it,Llama-3.3-70B-Instruct,cross,SPLIT-thought,2565,0.4717,0.5283,0.7201,0.1918,0.7093,0.5190,0.8996,0.2979,628,136,1219,582
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-mean,2565,0.4717,0.5283,0.5306,0.0023,0.5027,0.0083,0.9970,0.0055,10,4,1351,1200
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,AGG-true,2565,0.4717,0.5283,0.5283,0.0000,0.5000,0.0000,1.0000,0.0000,0,0,1355,1210
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-action,2565,0.4717,0.5283,0.5353,0.0070,0.5081,0.0264,0.9897,0.0179,32,14,1341,1178
hotpotqa,gemma-3-4b-it,Mistral-7B-Instruct-v0.3,cross,SPLIT-thought,2565,0.4717,0.5283,0.5298,0.0016,0.5020,0.0099,0.9941,0.0078,12,8,1347,1198
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-mean,2565,0.4717,0.5283,0.5673,0.0390,0.5465,0.1802,0.9129,0.1310,218,118,1237,992
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,AGG-true,2565,0.4717,0.5283,0.5419,0.0136,0.5173,0.0818,0.9528,0.0635,99,64,1291,1111
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-action,2565,0.4717,0.5283,0.5610,0.0327,0.5411,0.1893,0.8930,0.1458,229,145,1210,981
hotpotqa,gemma-3-4b-it,Phi-4-mini-instruct,cross,SPLIT-thought,2565,0.4717,0.5283,0.5649,0.0366,0.5457,0.2050,0.8863,0.1567,248,154,1201,962
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-mean,2565,0.4717,0.5283,0.8288,0.3006,0.8348,0.9405,0.7292,0.5867,1138,367,988,72
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,AGG-true,2565,0.4717,0.5283,0.8175,0.2893,0.8247,0.9512,0.6982,0.6082,1151,409,946,59
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-action,2565,0.4717,0.5283,0.8437,0.3154,0.8496,0.9554,0.7439,0.5860,1156,347,1008,54
hotpotqa,gemma-3-4b-it,Qwen3.6-35B-A3B,cross,SPLIT-thought,2565,0.4717,0.5283,0.7598,0.2316,0.7622,0.8041,0.7203,0.5271,973,379,976,237
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-mean,2565,0.4717,0.5283,0.5349,0.0066,0.5076,0.0256,0.9897,0.0175,31,14,1341,1179
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,AGG-true,2565,0.4717,0.5283,0.5329,0.0047,0.5058,0.0264,0.9852,0.0203,32,20,1335,1178
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-action,2565,0.4717,0.5283,0.5337,0.0055,0.5081,0.0554,0.9609,0.0468,67,53,1302,1143
hotpotqa,gemma-3-4b-it,gemma-3-4b-it,self,SPLIT-thought,2565,0.4717,0.5283,0.5400,0.0117,0.5149,0.0719,0.9579,0.0561,87,57,1298,1123
